diff_resolution,diff_framerate,diff_bitrate,diff_ratio,frames,umem,duration,size,codec_vp8,codec_h264,codec_mpeg4,o_codec_vp8,o_codec_h264,o_codec_mpeg4,utime
-844800,-4.937441999999997,-724097,-0.4444444444444444,16146,218932,645.84,7742262,1,0,0,0,0,1,11.177
-844800,-10.0,-2727102,-0.4444444444444444,1050,219656,69.933,2385577,0,0,0,1,0,0,24.13
-1900800,13.0,-2711295,-0.4444444444444444,1056,216820,42.2,1522924,0,1,0,1,0,0,19.681
0,11.0,-4491840,0.0,6882,216820,286.995,18229956,0,1,0,0,1,0,16.689
-96000,4.0,-2768704,0.0,5694,218664,189.956,5492026,0,0,0,0,1,0,14.421
230400,-9.0,-4027428,0.0,956,219656,63.667,7740095,0,1,0,0,1,0,12.537
1152000,-2.0,5890648,0.0,7830,218932,326.58832,244926878,0,1,0,1,0,0,29.39
0,5.0,-437539,0.0,2318,219480,77.233,3692330,0,1,0,0,1,0,14.137
-230400,14.0,-580664,0.0,6078,221160,203.198,6079081,0,0,0,0,1,0,13.165
0,17.0,2650449,0.0,1109,333336,37.011665,12766479,0,1,0,0,1,0,19.729
-748800,1.0,-548,-0.4444444444444444,5628,216820,225.08,15149369,0,1,0,1,0,0,15.929
-1152000,5.002231999999999,1810426,0.0,13441,653504,448.575,115083398,1,0,0,0,1,0,54.427
-1152000,15.052520000000001,1331100,0.0,14305,665820,476.957,82698405,1,0,0,0,1,0,22.273
-1900800,-1.0,266160,-0.4444444444444444,6882,646932,286.995,18229956,0,1,0,0,1,0,47.663
614400,1.0278470000000013,1369942,0.4444444444444444,9886,221160,395.44,79678319,1,0,0,0,1,0,10.009
-1996800,-0.9699999999999989,44059,-0.4444444444444444,7494,642100,250.017,4783444,0,1,0,0,1,0,36.422
-896256,-3.0,-2293,-0.5555555555555554,2128,309052,177.33333,1190517,0,0,1,0,1,0,10.801
-1152000,17.968605,-311691,0.0,25773,260032,860.056,289012098,1,0,0,0,0,1,11.705
-134400,-0.9699999999999989,-132092,0.0,4733,219464,157.891,8030894,0,1,0,0,1,0,15.377
-1900800,4.0,448041,-0.4444444444444444,2417,669232,80.536,6946645,0,1,0,0,1,0,57.28
-1152000,0.011791999999999803,596356,0.0,21407,164736,714.371,58253046,1,0,0,0,0,1,15.701
-1766400,14.0,537432,-0.4444444444444444,11523,217568,384.451,31065203,0,1,0,1,0,0,23.389
748800,6.007017000000001,1855626,0.4444444444444444,34208,219480,1140.349,341338789,1,0,0,1,0,0,13.265
-2048256,-13.0,-2948918,-0.5555555555555554,1716,219480,143.03334,913312,0,0,1,0,0,1,12.433
-1152000,0.08346000000000231,-4011512,0.0,9557,683296,318.668,39374971,1,0,0,0,1,0,113.059
-230400,0.0,-4727727,0.0,1104,218932,43.827,1491614,0,0,0,0,1,0,35.598
0,14.0,525703,0.0,12795,219480,426.945,56821235,0,1,0,1,0,0,15.229
-1900800,-0.9699999999999989,164908,-0.4444444444444444,4733,658576,157.891,8030894,0,1,0,0,1,0,45.407
-748800,-4.856363999999999,-793032,-0.4444444444444444,4420,315880,176.901,596349,1,0,0,0,1,0,12.841
1152000,15.0,5453818,0.0,1170,377320,39.055,29256190,0,1,0,0,1,0,46.211
-281856,-13.0,-481435,-0.11111111111111094,3074,219480,256.20834,1843600,0,0,1,0,1,0,12.557
-748800,4.0,-241627,-0.4444444444444444,3280,321644,204.938,7617894,0,1,0,0,1,0,17.321
-1900800,6.0,341112,-0.4444444444444444,3330,216820,110.966995,5508291,0,1,0,1,0,0,31.198
230400,-10.0,-4027428,0.0,956,219656,63.667,7740095,0,1,0,0,1,0,12.565
748800,0.011791999999999803,113356,0.4444444444444444,21407,165564,714.371,58253046,1,0,0,0,1,0,15.685
-844800,5.0,-271968,-0.4444444444444444,4913,305212,163.897,5470732,0,0,0,0,1,0,32.018
-748800,1.0,-2699563,-0.4444444444444444,12266,219480,490.6,18424328,0,1,0,1,0,0,24.23
-844800,-24.264247599999997,-2933320,-0.4444444444444444,2579,247900,452.689,3773200,1,0,0,0,0,1,12.609
96000,8.0,-4491840,0.0,6882,216820,286.995,18229956,0,1,0,0,1,0,10.841
-748800,5.062992000000001,-278333,-0.4444444444444444,7636,314696,254.922,8306231,1,0,0,0,1,0,39.45
-2048256,-12.0,-766293,-0.5555555555555554,2128,632748,177.33333,1190517,0,0,1,0,1,0,60.4
-844800,5.0,-2708850,-0.4444444444444444,6491,185784,216.55,7881069,0,1,0,0,0,1,10.381
748800,17.0,1939449,0.4444444444444444,1109,219480,37.011665,12766479,0,1,0,0,1,0,14.685
0,6.0,-2704021,0.0,17438,218932,581.233,21504146,0,1,0,0,1,0,15.073
-1900800,17.0,-2593092,-0.4444444444444444,4733,655536,157.891,8030894,0,1,0,0,1,0,62.336
-1152000,0.011791999999999803,410356,0.0,21407,164736,714.371,58253046,1,0,0,0,0,1,15.285
-1900800,5.0,-132092,-0.4444444444444444,4733,219464,157.891,8030894,0,1,0,1,0,0,35.702
-1900800,10.113636,-29032,-0.4444444444444444,4420,593852,176.901,596349,1,0,0,0,1,0,12.169
-1996800,0.0,30898,-0.4444444444444444,1050,219656,69.933,2385577,0,0,0,1,0,0,23.133
-1152000,13.0,-2150414,0.0,2669,219480,106.765,11338266,0,1,0,1,0,0,21.665
-2048256,0.0,-482892,-0.5555555555555554,10879,649048,906.5983,6358485,0,0,1,0,1,0,43.167
-614400,3.0,433572,-0.4444444444444444,956,219656,63.667,7740095,0,1,0,1,0,0,19.309
-1996800,-9.0,-583207,-0.4444444444444444,975,217080,64.933,1921961,0,0,0,1,0,0,27.77
-1766400,-0.9699999999999989,-2353568,-0.4444444444444444,11523,217568,384.451,31065203,0,1,0,0,0,1,16.909
-1152000,9.0,1668484,0.0,4017,219656,167.39166,46189307,0,1,0,1,0,0,28.75
-2048256,-13.0,-185848,-0.5555555555555554,21227,221160,1768.9417,12416387,0,0,1,1,0,0,20.793
1766400,0.030000000000001137,5172818,0.4444444444444444,1170,216020,39.055,29256190,0,1,0,0,1,0,39.418
-844800,17.0,-528850,-0.4444444444444444,6491,196192,216.55,7881069,0,1,0,1,0,0,10.901
0,18.0,992818,0.0,1170,216020,39.055,29256190,0,1,0,0,0,0,10.669
-1900800,-4.969999999999999,125960,-0.4444444444444444,9484,219464,379.32,8627672,0,1,0,0,0,1,15.405
-230400,4.0,-247850,0.0,6491,212340,216.55,7881069,0,1,0,0,1,0,12.833
-614400,5.0,-2482636,-0.4444444444444444,13746,216820,458.625,29659524,0,1,0,1,0,0,14.093
-1900800,0.0,130001,-0.4444444444444444,1318,139940,52.68,2449633,0,1,0,0,0,1,14.161
-844800,0.0,-4835983,-0.4444444444444444,11826,220808,473.0,9697521,0,1,0,0,0,1,11.781
-1996800,5.0,-2664,-0.4444444444444444,6078,221160,203.198,6079081,0,0,0,1,0,0,35.078
0,-1.0,1387484,0.0,4017,346608,167.39166,46189307,0,1,0,0,1,0,42.427
-2048256,-18.0,-484662,-0.5555555555555554,344,657716,49.178333,334032,0,0,1,0,1,0,47.863
-748800,5.062992000000001,204667,-0.4444444444444444,7636,221160,254.922,8306231,1,0,0,1,0,0,13.573
-748800,0.030000000000001137,326461,-0.4444444444444444,2318,319600,77.233,3692330,0,1,0,0,1,0,23.477
0,6.052520000000001,1145100,0.0,14305,321496,476.957,82698405,1,0,0,0,1,0,25.226
-1766400,-9.0,863572,-0.4444444444444444,956,219656,63.667,7740095,0,1,0,0,0,1,12.089
-1900800,13.113636,-512032,-0.4444444444444444,4420,586332,176.901,596349,1,0,0,0,1,0,11.605
-1900800,0.1234579999999994,-2679989,-0.4444444444444444,3220,216820,107.443,4297868,1,0,0,0,0,1,17.021
-134400,5.029411,-352105,0.0,1021,165700,34.168,798230,1,0,0,0,1,0,11.505
748800,0.0,2346589,0.4444444444444444,3945,216064,157.80167,56918844,0,1,0,0,1,0,13.505
-1152000,6.052520000000001,1145100,0.0,14305,165668,476.957,82698405,1,0,0,0,0,1,12.121
-134400,-0.9699999999999989,-339875,0.0,8755,219480,292.092,17530090,0,1,0,1,0,0,13.777
-134400,-1.0,-2491840,0.0,6882,216820,286.995,18229956,0,1,0,0,1,0,35.038
-1152000,4.0,-240551,0.0,1109,219480,37.011665,12766479,0,1,0,0,0,1,15.325
-2048256,-13.0,-4944695,-0.5555555555555554,894,632040,74.535,515272,0,0,1,0,1,0,83.577
-2048256,-17.97,-483604,-0.5555555555555554,3803,165700,316.95166,2194752,0,0,1,1,0,0,22.257
-1152000,6.38983,-4005040,0.0,1793,157516,59.883,7447655,1,0,0,1,0,0,47.755
748800,-4.942152999999998,-1388058,0.4444444444444444,9886,221160,395.44,79678319,1,0,0,0,1,0,10.853
-230400,3.0,-2763207,0.0,975,217080,64.933,1921961,0,0,0,0,1,0,18.061
0,-14.969999999999999,-4027428,0.0,956,219656,63.667,7740095,0,1,0,0,1,0,30.326
1900800,0.06593300000000113,-3428997,0.4444444444444444,6843,219656,273.816,53770740,1,0,0,0,1,0,28.33
-748800,5.0,-156539,-0.4444444444444444,2318,219480,77.233,3692330,0,1,0,1,0,0,18.345
0,18.0,-4617539,0.0,2318,219480,77.233,3692330,0,1,0,0,1,0,11.601
-748800,14.0,634041,-0.4444444444444444,2417,330340,80.536,6946645,0,1,0,0,1,0,18.681
-1900800,-0.9699999999999989,151041,-0.4444444444444444,2417,666156,80.536,6946645,0,1,0,0,1,0,82.909
-614400,-4.969999999999999,174847,-0.4444444444444444,9778,323492,391.08,11284995,0,1,0,0,1,0,14.701
-748800,5.0,-4617539,-0.4444444444444444,2318,322584,77.233,3692330,0,1,0,0,1,0,74.141
-1900800,0.0,-281548,-0.4444444444444444,5628,216820,225.08,15149369,0,1,0,1,0,0,32.73
614400,-0.9699999999999989,2237029,0.4444444444444444,2911,169292,97.151665,27846449,0,1,0,0,1,0,15.873
-1996800,5.0,172642,-0.4444444444444444,13230,670884,440.967,15524405,0,1,0,0,1,0,32.006
-281856,0.0,-483604,-0.11111111111111094,3803,165700,316.95166,2194752,0,0,1,0,1,0,11.277
-748800,0.0,-4711295,-0.4444444444444444,1056,216820,42.2,1522924,0,1,0,1,0,0,16.889
-96000,14.0,-4732968,0.0,4913,219656,163.897,5470732,0,0,0,0,1,0,11.477
748800,0.03223200000000048,-2947574,0.4444444444444444,13441,217080,448.575,115083398,1,0,0,1,0,0,16.373
1766400,-6.969999999999999,2541852,0.4444444444444444,3050,217348,127.221664,48993895,0,1,0,1,0,0,16.773
-230400,13.0,-2835983,0.0,11826,220900,473.0,9697521,0,1,0,0,1,0,20.473
-614400,4.0,-182963,-0.4444444444444444,2593,335132,86.486,3849030,0,1,0,0,1,0,25.93
-1996800,-2.0,-4720827,-0.4444444444444444,456,633248,33.09,1154731,0,1,0,0,1,0,106.499
-614400,1.1450390000000006,-4895277,-0.4444444444444444,3294,221152,131.76,1724802,1,0,0,1,0,0,12.569
-844800,4.0,49150,-0.4444444444444444,6491,193968,216.55,7881069,0,1,0,1,0,0,15.741
-1152000,15.002232,1232426,0.0,13441,217080,448.575,115083398,1,0,0,1,0,0,39.91
-1766400,-0.9699999999999989,-4190744,-0.4444444444444444,2862,221160,95.462,9656655,0,1,0,1,0,0,59.444
-1996800,-18.97,-2755509,-0.4444444444444444,4081,221152,340.424,10403848,0,0,0,1,0,0,27.606
-230400,-6.2942476,-753320,0.0,2579,253396,452.689,3773200,1,0,0,0,1,0,16.609
-230400,-9.0,-4727102,0.0,1050,219656,69.933,2385577,0,0,0,1,0,0,10.013
1900800,-4.904066999999998,-1428997,0.4444444444444444,6843,219656,273.816,53770740,1,0,0,0,1,0,26.482
-1152000,0.0370170000000023,2338626,0.0,34208,652064,1140.349,341338789,1,0,0,0,1,0,70.596
-614400,14.0,404432,-0.4444444444444444,11523,217568,384.451,31065203,0,1,0,1,0,0,13.369
-748800,4.0,448041,-0.4444444444444444,2417,331216,80.536,6946645,0,1,0,0,1,0,33.546
-281856,-17.97,-189217,-0.11111111111111094,3478,139932,290.01666,1913509,0,0,1,0,1,0,12.597
0,4.0,-240551,0.0,1109,334360,37.011665,12766479,0,1,0,0,1,0,78.705
-748800,0.0,179705,-0.4444444444444444,1056,329040,42.2,1522924,0,1,0,0,1,0,17.081
-748800,-0.9699999999999989,448041,-0.4444444444444444,2417,219480,80.536,6946645,0,1,0,0,0,1,14.401
0,5.0,992818,0.0,1170,216020,39.055,29256190,0,1,0,1,0,0,71.184
-844800,17.0,130336,-0.4444444444444444,6078,298772,203.198,6079081,0,0,0,0,1,0,12.285
1766400,8.0,2541852,0.4444444444444444,3050,217544,127.221664,48993895,0,1,0,0,1,0,22.117
-1152000,-1.5173330000000007,-25925,0.0,10112,666984,750.433,74487589,1,0,0,0,1,0,42.967
-2048256,-13.0,-188293,-0.5555555555555554,2128,632968,177.33333,1190517,0,0,1,0,1,0,38.914
-230400,0.0756590000000017,-107666,0.0,7623,216820,304.927,5120280,1,0,0,0,1,0,11.557
-2048256,-13.0,-483695,-0.5555555555555554,894,631132,74.535,515272,0,0,1,0,1,0,50.779
-748800,0.030000000000001137,-524021,-0.4444444444444444,17438,323372,581.233,21504146,0,1,0,0,1,0,44.239
1152000,-4.904066999999998,-1428997,0.0,6843,355712,273.816,53770740,1,0,0,0,1,0,76.345
-1996800,-19.2942476,-472320,-0.4444444444444444,2579,248092,452.689,3773200,1,0,0,1,0,0,25.878
-1152000,17.968605,2632309,0.0,25773,256224,860.056,289012098,1,0,0,0,0,1,11.153
614400,14.981791999999999,543356,0.4444444444444444,21407,165564,714.371,58253046,1,0,0,0,1,0,10.289
-1996800,0.0,-374983,-0.4444444444444444,11826,220808,473.0,9697521,0,1,0,0,0,1,12.777
-134400,4.0,-4519875,0.0,8755,219480,292.092,17530090,0,1,0,0,1,0,43.287
-748800,0.11363599999999963,-29032,-0.4444444444444444,4420,218932,176.901,596349,1,0,0,1,0,0,13.365
0,10.065933000000001,-3428997,0.0,6843,219656,273.816,53770740,1,0,0,0,0,1,10.865
-281856,0.0,-4946293,-0.11111111111111094,2128,164736,177.33333,1190517,0,0,1,0,1,0,16.561
1152000,-2.0,3024852,0.0,3050,217348,127.221664,48993895,0,1,0,1,0,0,22.757
-1766400,10.0,174847,-0.4444444444444444,9778,219480,391.08,11284995,0,1,0,1,0,0,20.093
748800,0.03223200000000048,1810426,0.4444444444444444,13441,217080,448.575,115083398,1,0,0,1,0,0,13.021
-896256,-12.0,-4944695,-0.5555555555555554,894,219464,74.535,515272,0,0,1,1,0,0,11.517
0,14.981791999999999,596356,0.0,21407,164888,714.371,58253046,1,0,0,1,0,0,13.693
-748800,-4.969999999999999,296452,-0.4444444444444444,5628,216820,225.08,15149369,0,1,0,1,0,0,15.997
-844800,1.0,-4727727,-0.4444444444444444,1104,297992,43.827,1491614,0,0,0,0,1,0,86.685
-1900800,4.0,55373,-0.4444444444444444,3280,98712,204.938,7617894,0,1,0,1,0,0,18.077
-2048256,-3.0,-2943848,-0.5555555555555554,21227,633088,1768.9417,12416387,0,0,1,0,1,0,97.258
-96000,1.0,-4749724,0.0,6382,216820,255.28,7986338,0,0,0,0,1,0,23.777
-748800,15.0,-2602888,-0.4444444444444444,3330,216820,110.966995,5508291,0,1,0,1,0,0,19.857
614400,1.0278470000000013,-3388058,0.4444444444444444,9886,221160,395.44,79678319,1,0,0,0,1,0,14.489
-134400,17.0,-4519875,0.0,8755,219480,292.092,17530090,0,1,0,0,1,0,27.974
-1900800,5.0,140461,-0.4444444444444444,2318,219480,77.233,3692330,0,1,0,1,0,0,32.118
-1900800,11.0,-30840,-0.4444444444444444,6882,216820,286.995,18229956,0,1,0,1,0,0,25.47
-614400,15.062963,-167033,-0.4444444444444444,8117,219480,270.655,22091130,1,0,0,1,0,0,20.161
-147456,-13.0,-2943892,-0.11111111111111094,10879,165668,906.5983,6358485,0,0,1,0,1,0,11.089
134400,-0.9699999999999989,404432,0.0,11523,217828,384.451,31065203,0,1,0,0,1,0,10.657
0,5.968605,-311691,0.0,25773,262784,860.056,289012098,1,0,0,1,0,0,46.267
-1996800,-4.937441999999997,-146097,-0.4444444444444444,16146,218932,645.84,7742262,1,0,0,1,0,0,33.842
-1766400,5.0,-2742301,-0.4444444444444444,10191,219480,339.667,10941484,0,1,0,0,0,1,11.681
-844800,17.0,-4846941,-0.4444444444444444,7494,218664,250.017,4783444,0,1,0,1,0,0,12.689
0,6.002231999999999,1943426,0.0,13441,317600,448.575,115083398,1,0,0,0,1,0,24.366
-1152000,-0.9699999999999989,955703,0.0,12795,673996,426.945,56821235,0,1,0,0,1,0,42.923
-1900800,5.0,-2519875,-0.4444444444444444,8755,219480,292.092,17530090,0,1,0,1,0,0,57.732
2048256,15.0,5750818,0.5555555555555554,1170,216020,39.055,29256190,0,1,0,0,1,0,12.557
-134400,13.0,-2699563,0.0,12266,219480,490.6,18424328,0,1,0,0,1,0,16.721
-844800,-24.264247599999997,-753320,-0.4444444444444444,2579,248092,452.689,3773200,1,0,0,1,0,0,17.041
-1996800,-4.937441999999997,-13097,-0.4444444444444444,16146,218932,645.84,7742262,1,0,0,1,0,0,31.962
0,0.0,740586,0.0,2669,346500,106.765,11338266,0,1,0,0,1,0,18.817
-614400,14.0,114037,-0.4444444444444444,2593,219656,86.486,3849030,0,1,0,1,0,0,10.629
0,0.08252000000000237,1278100,0.0,14305,165700,476.957,82698405,1,0,0,1,0,0,17.733
-1900800,4.0,-241627,-0.4444444444444444,3280,646148,204.938,7617894,0,1,0,0,1,0,31.738
-1766400,18.0,201699,-0.4444444444444444,10191,583740,339.667,10941484,0,1,0,0,1,0,14.937
-2048256,-13.0,-2947217,-0.5555555555555554,3478,129296,290.01666,1913509,0,0,1,0,0,1,12.669
-2048256,-12.0,-185848,-0.5555555555555554,21227,221160,1768.9417,12416387,0,0,1,1,0,0,20.745
1996800,-1.0,5460648,0.4444444444444444,7830,218932,326.58832,244926878,0,1,0,1,0,0,11.361
0,4.0,-240551,0.0,1109,219480,37.011665,12766479,0,1,0,1,0,0,39.522
0,-1.5173330000000007,738075,0.0,10112,322840,750.433,74487589,1,0,0,0,1,0,10.553
-134400,-0.9699999999999989,424125,0.0,8755,219480,292.092,17530090,0,1,0,0,1,0,11.317
-748800,4.0,27054,-0.4444444444444444,6520,323352,217.518,2258222,0,1,0,0,1,0,13.549
-614400,-9.0,916572,-0.4444444444444444,956,219656,63.667,7740095,0,1,0,1,0,0,17.769
-1900800,1.0,-281548,-0.4444444444444444,5628,216820,225.08,15149369,0,1,0,1,0,0,31.754
-1996800,5.0,-4760664,-0.4444444444444444,6078,221160,203.198,6079081,0,0,0,0,0,1,13.957
-748800,10.0,-2699563,-0.4444444444444444,12266,219480,490.6,18424328,0,1,0,1,0,0,17.433
-896256,-3.0,-768775,-0.5555555555555554,792,219480,67.583336,432749,0,0,1,1,0,0,10.513
-614400,1.0398770000000006,235982,-0.4444444444444444,8163,212880,326.583,43108248,1,0,0,1,0,0,20.397
-1152000,1.0,-2114411,0.0,3945,702692,157.80167,56918844,0,1,0,0,1,0,115.731
-1996800,17.0,-2846941,-0.4444444444444444,7494,642400,250.017,4783444,0,1,0,0,1,0,75.105
-2048256,-12.0,416,-0.5555555555555554,3733,221160,311.1,2193902,0,0,1,0,0,1,11.833
-1996800,-4.937441999999997,-724097,-0.4444444444444444,16146,219200,645.84,7742262,1,0,0,1,0,0,42.695
-2048256,-12.0,-4945410,-0.5555555555555554,1564,102124,130.35667,889537,0,0,1,0,0,1,12.029
-614400,18.0,-4742301,-0.4444444444444444,10191,295472,339.667,10941484,0,1,0,0,1,0,12.709
0,1.0659330000000011,-3428997,0.0,6843,650668,273.816,53770740,1,0,0,0,1,0,122.368
-1152000,15.007017000000001,2152626,0.0,34208,219480,1140.349,341338789,1,0,0,0,0,1,11.345
-748800,5.0,-2309959,-0.4444444444444444,2417,329700,80.536,6946645,0,1,0,0,1,0,85.721
-2048256,-3.0,-4944695,-0.5555555555555554,894,632628,74.535,515272,0,0,1,0,1,0,71.54
-748800,4.0,371125,-0.4444444444444444,8755,219480,292.092,17530090,0,1,0,1,0,0,18.857
-1766400,3.0,863572,-0.4444444444444444,956,582632,63.667,7740095,0,1,0,0,1,0,22.565
-748800,0.05941100000000077,130895,-0.4444444444444444,1021,165700,34.168,798230,1,0,0,1,0,0,16.469
0,8.0,2838852,0.0,3050,705668,127.221664,48993895,0,1,0,0,1,0,48.759
1152000,0.030000000000001137,5936818,0.0,1170,215848,39.055,29256190,0,1,0,1,0,0,28.222
-1996800,14.0,-307704,-0.4444444444444444,5694,218664,189.956,5492026,0,0,0,1,0,0,20.369
1766400,8.0,5179648,0.4444444444444444,7830,218932,326.58832,244926878,0,1,0,0,1,0,26.362
0,10.065933000000001,1032003,0.0,6843,219656,273.816,53770740,1,0,0,1,0,0,29.318
-844800,0.0,216273,-0.4444444444444444,1104,218932,43.827,1491614,0,0,0,1,0,0,17.157
-1996800,-6.2942476,-753320,-0.4444444444444444,2579,644304,452.689,3773200,1,0,0,0,1,0,57.244
-748800,5.0,341112,-0.4444444444444444,3330,216820,110.966995,5508291,0,1,0,1,0,0,15.689
-134400,14.0,-2916946,0.0,6520,217080,217.518,2258222,0,1,0,0,1,0,11.845
-1900800,6.0,-319551,-0.4444444444444444,6676,648076,222.53334,13920824,0,1,0,0,1,0,63.192
-1996800,15.0,-2718358,-0.4444444444444444,13230,674236,440.967,15524405,0,1,0,0,1,0,68.052
-1996800,0.030000000000001137,-257358,-0.4444444444444444,13230,671248,440.967,15524405,0,1,0,0,1,0,62.38
-844800,17.0,-4708850,-0.4444444444444444,6491,318912,216.55,7881069,0,1,0,0,1,0,39.878
0,-1.5173330000000007,255075,0.0,10112,165700,750.433,74487589,1,0,0,1,0,0,10.105
-1900800,-4.969999999999999,-250295,-0.4444444444444444,1056,216820,42.2,1522924,0,1,0,1,0,0,34.122
-1766400,0.0,730572,-0.4444444444444444,956,655472,63.667,7740095,0,1,0,0,1,0,35.09
-2048256,-13.0,-4943848,-0.5555555555555554,21227,221160,1768.9417,12416387,0,0,1,0,0,1,12.817
-1152000,-0.9699999999999989,2517449,0.0,1109,219480,37.011665,12766479,0,1,0,0,0,1,17.129
-844800,17.0,130336,-0.4444444444444444,6078,221160,203.198,6079081,0,0,0,1,0,0,10.969
-2048256,-13.0,-448,-0.5555555555555554,1184,217880,98.683334,685260,0,0,1,1,0,0,14.505
0,0.0929920000000024,-559333,0.0,7636,221160,254.922,8306231,1,0,0,0,1,0,15.689
-1900800,-4.969999999999999,232705,-0.4444444444444444,1056,657148,42.2,1522924,0,1,0,0,1,0,41.627
-896256,-13.0,-766293,-0.5555555555555554,2128,309172,177.33333,1190517,0,0,1,0,1,0,34.602
-748800,15.062992000000001,18667,-0.4444444444444444,7636,221160,254.922,8306231,1,0,0,1,0,0,10.621
0,4.0,822703,0.0,12795,219480,426.945,56821235,0,1,0,1,0,0,18.417
-614400,14.0,537432,-0.4444444444444444,11523,217568,384.451,31065203,0,1,0,1,0,0,12.765
-1996800,-4.969999999999999,216273,-0.4444444444444444,1104,218932,43.827,1491614,0,0,0,0,0,1,16.421
-1900800,15.029198000000001,-2860209,-0.4444444444444444,8228,216820,274.541,4797322,1,0,0,1,0,0,28.182
-614400,18.062963,-2347033,-0.4444444444444444,8117,219480,270.655,22091130,1,0,0,1,0,0,22.577
614400,9.0,1965484,0.4444444444444444,4017,219656,167.39166,46189307,0,1,0,0,1,0,13.113
-1152000,18.05252,1145100,0.0,14305,672000,476.957,82698405,1,0,0,0,1,0,29.838
-1766400,1.0217400000000012,-2970904,-0.4444444444444444,9208,221152,368.32,1339625,1,0,0,1,0,0,22.609
748800,15.007017000000001,2152626,0.4444444444444444,34208,219480,1140.349,341338789,1,0,0,0,1,0,11.273
1900800,-6.969999999999999,5890648,0.4444444444444444,7830,218932,326.58832,244926878,0,1,0,1,0,0,13.525
1766400,6.0,5936818,0.4444444444444444,1170,215848,39.055,29256190,0,1,0,1,0,0,15.333
-748800,-4.969999999999999,482452,-0.4444444444444444,5628,216820,225.08,15149369,0,1,0,0,0,1,10.001
1900800,8.0,5890648,0.4444444444444444,7830,218932,326.58832,244926878,0,1,0,0,1,0,14.501
-1766400,-0.9699999999999989,461364,-0.4444444444444444,13746,216820,458.625,29659524,0,1,0,0,0,1,15.081
-896256,0.0,-52283,-0.5555555555555554,839,309272,69.93833,495843,0,0,1,0,1,0,11.201
0,1.0659330000000011,-1428997,0.0,6843,649916,273.816,53770740,1,0,0,0,1,0,105.299
-2048256,-3.0,-485293,-0.5555555555555554,2128,163024,177.33333,1190517,0,0,1,1,0,0,21.017
-1152000,5.968605,-311691,0.0,25773,260088,860.056,289012098,1,0,0,0,0,1,16.793
-96000,0.030000000000001137,-282534,0.0,1697,102644,56.533,1812354,0,1,0,0,1,0,17.141
-281856,-13.0,-485293,-0.11111111111111094,2128,164736,177.33333,1190517,0,0,1,0,1,0,13.081
-1900800,13.0,-250295,-0.4444444444444444,1056,663240,42.2,1522924,0,1,0,0,1,0,31.874
-1900800,0.05919800000000208,-399209,-0.4444444444444444,8228,655628,274.541,4797322,1,0,0,0,1,0,63.72
614400,1.0,2346589,0.4444444444444444,3945,216056,157.80167,56918844,0,1,0,1,0,0,13.573
0,0.08252000000000237,848100,0.0,14305,165700,476.957,82698405,1,0,0,1,0,0,19.553
-1900800,0.0,-2818040,-0.4444444444444444,9484,655196,379.32,8627672,0,1,0,0,1,0,72.581
748800,0.0,-2150414,0.4444444444444444,2669,219480,106.765,11338266,0,1,0,0,1,0,13.041
1996800,-6.969999999999999,5890648,0.4444444444444444,7830,218932,326.58832,244926878,0,1,0,0,1,0,13.329
0,1.0,130001,0.0,1318,155028,52.68,2449633,0,1,0,0,1,0,11.045
0,-2.0,5179648,0.0,7830,218932,326.58832,244926878,0,1,0,0,0,1,17.217
-1152000,-0.0013949999999987028,1868309,0.0,25773,262592,860.056,289012098,1,0,0,1,0,0,69.192
-1900800,5.0,-319551,-0.4444444444444444,6676,648028,222.53334,13920824,0,1,0,0,1,0,65.052
-614400,5.0,700256,-0.4444444444444444,2862,221160,95.462,9656655,0,1,0,1,0,0,17.261
748800,5.0,-240551,0.4444444444444444,1109,219480,37.011665,12766479,0,1,0,0,1,0,26.874
-1900800,15.029411,77895,-0.4444444444444444,1021,635208,34.168,798230,1,0,0,0,1,0,22.313
-1900800,1.0,179705,-0.4444444444444444,1056,660216,42.2,1522924,0,1,0,0,1,0,32.158
-1900800,0.0,429452,-0.4444444444444444,5628,646212,225.08,15149369,0,1,0,0,1,0,31.134
1766400,13.065933000000001,-1428997,0.4444444444444444,6843,219656,273.816,53770740,1,0,0,1,0,0,11.689
614400,5.0,2650449,0.4444444444444444,1109,219480,37.011665,12766479,0,1,0,0,1,0,16.557
-614400,18.062963,596967,-0.4444444444444444,8117,319900,270.655,22091130,1,0,0,0,1,0,14.169
-2048256,-13.0,-53604,-0.5555555555555554,3803,165700,316.95166,2194752,0,0,1,0,0,1,12.197
-147456,-3.0,-2944604,-0.11111111111111094,3803,165700,316.95166,2194752,0,0,1,0,1,0,10.517
0,-6.969999999999999,2838852,0.0,3050,217348,127.221664,48993895,0,1,0,1,0,0,42.255
-1900800,-4.969999999999999,-4711295,-0.4444444444444444,1056,661084,42.2,1522924,0,1,0,0,1,0,91.486
0,-1.5173330000000007,685075,0.0,10112,322980,750.433,74487589,1,0,0,0,1,0,12.969
614400,18.38983,174960,0.4444444444444444,1793,162684,59.883,7447655,1,0,0,0,1,0,19.949
-748800,8.0,266160,-0.4444444444444444,6882,321756,286.995,18229956,0,1,0,0,1,0,20.781
-230400,13.0,-77983,0.0,11826,220900,473.0,9697521,0,1,0,0,1,0,10.777
